age,gender,education_level,education_mismatch,sector_of_interest,current_employment_sector,formal_informal,region,location_type,monthly_income,region_employment_rate,regional_unemployment_rate,unemployment_duration,digital_skills_level,technical_skills,training_participation,program_type,household_income,household_size,employment_outcome,intervention_effectiveness,employment_duration_post_intervention,youth_unemployment_rate,urban_rural_employment_rate
18,Male,University,False,Retail,,,Northern,Rural,,76.76,22.77,1.0,Basic,[],False,,High,2,False,,,19.4,51.14
25,Female,University,False,ICT,ICT,Informal,Kigali,Urban,50347.46,54.2,22.28,,Advanced,['Data Analysis'],False,,High,1,True,Effective,9.0,19.4,45.44
24,Female,Primary or Less,False,ICT,,,Northern,Rural,,47.38,29.49,,Advanced,['Coding'],True,Vocational Training,Medium,5,False,,,19.4,68.75
18,Female,University,False,Education,,,Northern,Rural,,49.23,12.93,24.0,Basic,[],True,,Medium,1,False,,,19.4,75.39
21,Female,Secondary,True,ICT,,,Northern,Urban,,51.64,21.99,17.0,Advanced,['Data Analysis'],False,,Medium,2,False,,,19.4,61.09
20,Female,TVET,False,Agriculture,Agriculture,Informal,Kigali,Urban,285705.08,67.93,11.91,,Advanced,['Data Analysis'],False,,Medium,1,True,Ineffective,3.0,19.4,58.13
24,Female,Secondary,True,Agriculture,,,Northern,Rural,,74.19,16.42,5.0,Basic,"['Marketing', 'Project Management']",False,,High,3,False,,,19.4,59.76
21,Male,Primary or Less,False,Education,Education,Formal,Western,Urban,113674.22,67.64,12.67,,Intermediate,['Data Analysis'],True,Business Development,Medium,7,True,Ineffective,9.0,19.4,74.92
22,Female,Primary or Less,False,Healthcare,Healthcare,Formal,Eastern,Rural,93358.21,71.57,25.29,,Intermediate,[],True,Business Development,Medium,6,True,Moderately Effective,5.0,19.4,68.6
17,Female,TVET,False,Retail,,,Southern,Rural,,74.21,12.77,,Basic,['Data Analysis'],True,,High,7,False,,,19.4,78.12
23,Male,Secondary,False,ICT,ICT,Formal,Western,Urban,145508.89,83.64,19.87,,Advanced,"['Marketing', 'Project Management']",False,,Low,5,True,Ineffective,4.0,19.4,69.11
24,Male,University,False,Healthcare,Healthcare,Formal,Southern,Rural,110453.49,64.59,15.01,,Basic,"['Marketing', 'Project Management']",False,,Low,4,True,Effective,7.0,19.4,39.62
17,Female,Primary or Less,True,Construction,,,Southern,Rural,,58.21,21.25,10.0,Advanced,['Data Analysis'],False,,Medium,2,False,,,19.4,55.43
21,Female,Secondary,True,Retail,,,Southern,Rural,,53.85,24.63,6.0,Intermediate,['Coding'],False,,High,5,False,,,19.4,65.83
21,Female,Primary or Less,False,Retail,,,Western,Urban,,59.8,12.59,,Basic,['Data Analysis'],False,,Medium,2,False,,,19.4,64.46
17,Male,TVET,True,Healthcare,,,Northern,Rural,,43.73,18.12,13.0,Intermediate,['Data Analysis'],True,Digital Skills,High,4,False,,,19.4,54.47
21,Female,TVET,True,Healthcare,,,Western,Urban,,46.82,10.35,10.0,Basic,['Coding'],True,,Low,2,False,,,19.4,63.03
18,Female,TVET,False,Education,Education,Informal,Eastern,Urban,249646.74,66.06,29.48,,Advanced,['Data Analysis'],False,,Low,7,True,Ineffective,11.0,19.4,61.06
23,Male,University,False,Education,,,Northern,Rural,,58.29,22.84,,Intermediate,"['Marketing', 'Project Management']",False,,Medium,1,False,,,19.4,75.62
16,Male,TVET,True,Construction,,,Northern,Urban,,85.27,15.75,15.0,Basic,[],False,,Low,3,False,,,19.4,68.26
19,Male,Primary or Less,False,Construction,Construction,Formal,Eastern,Rural,65195.88,54.05,22.02,,Advanced,['Coding'],False,,Medium,5,True,Effective,9.0,19.4,79.91
22,Male,Secondary,False,Healthcare,Healthcare,Informal,Northern,Rural,101791.67,64.72,20.91,,Basic,['Coding'],False,,Low,3,True,Ineffective,6.0,19.4,55.61
25,Male,Primary or Less,False,Healthcare,Healthcare,Formal,Eastern,Rural,242425.17,46.0,12.11,,Advanced,['Coding'],False,,Low,6,True,Moderately Effective,12.0,19.4,55.63
16,Female,University,False,Education,,,Kigali,Urban,,48.65,16.6,,Intermediate,['Coding'],True,Vocational Training,High,5,False,,,19.4,65.11
16,Female,Secondary,False,Agriculture,Agriculture,Formal,Eastern,Rural,174883.74,41.72,17.82,,Advanced,[],False,,Medium,6,True,Effective,2.0,19.4,50.49
17,Male,Secondary,False,Healthcare,,,Southern,Rural,,59.23,17.79,,Advanced,[],False,,High,8,False,,,19.4,51.11
23,Female,Primary or Less,False,Construction,,,Eastern,Rural,,85.52,27.2,,Intermediate,[],False,,Medium,2,False,,,19.4,58.33
20,Female,University,False,ICT,ICT,Informal,Eastern,Rural,131790.9,69.43,18.43,,Advanced,"['Marketing', 'Project Management']",True,,High,2,True,Effective,12.0,19.4,43.96
21,Female,Primary or Less,False,Healthcare,,,Southern,Rural,,87.85,21.45,,Advanced,"['Marketing', 'Project Management']",True,Vocational Training,Medium,6,False,,,19.4,75.24
20,Male,Secondary,False,Retail,Retail,Informal,Northern,Rural,105474.8,70.7,12.93,,Basic,['Data Analysis'],False,,High,7,True,Ineffective,5.0,19.4,75.85
19,Female,University,False,ICT,ICT,Informal,Northern,Rural,169205.27,49.46,25.32,,Advanced,[],False,,High,6,True,Ineffective,12.0,19.4,79.83
24,Female,Primary or Less,False,Education,Education,Formal,Eastern,Urban,297245.53,40.02,17.28,,Advanced,"['Marketing', 'Project Management']",True,Vocational Training,High,2,True,Ineffective,3.0,19.4,73.09
17,Male,Primary or Less,True,Education,,,Southern,Urban,,48.92,23.53,3.0,Intermediate,['Coding'],False,,Medium,1,False,,,19.4,73.84
24,Male,TVET,False,Healthcare,Healthcare,Formal,Southern,Rural,153363.87,86.72,16.8,,Intermediate,['Data Analysis'],True,Business Development,Medium,6,True,Moderately Effective,3.0,19.4,36.86
25,Male,University,False,Retail,Retail,Informal,Eastern,Rural,169647.88,81.44,11.96,,Intermediate,[],True,,High,6,True,Moderately Effective,6.0,19.4,75.5
20,Female,Secondary,False,Retail,,,Western,Rural,,61.5,11.72,,Advanced,['Coding'],True,Business Development,High,6,False,,,19.4,74.54
17,Male,Secondary,False,Retail,Retail,Formal,Northern,Rural,221154.84,45.42,28.05,,Basic,['Data Analysis'],False,,High,1,True,Moderately Effective,6.0,19.4,68.74
19,Male,Primary or Less,False,Healthcare,Healthcare,Formal,Kigali,Urban,222714.01,78.08,27.63,,Intermediate,[],True,Digital Skills,Medium,4,True,Effective,1.0,19.4,32.16
20,Male,University,False,Retail,Retail,Formal,Eastern,Rural,68600.24,80.49,23.08,,Advanced,['Data Analysis'],True,,Medium,7,True,Effective,12.0,19.4,76.25
24,Female,University,False,Retail,Retail,Informal,Southern,Rural,296925.07,69.73,20.54,,Basic,['Coding'],False,,Low,2,True,Effective,7.0,19.4,70.9
24,Male,University,False,Retail,Retail,Formal,Eastern,Rural,182645.83,61.68,26.52,,Intermediate,[],True,,Low,4,True,Ineffective,5.0,19.4,52.42
25,Male,University,False,Healthcare,Healthcare,Formal,Northern,Rural,97180.05,72.73,24.23,,Basic,['Data Analysis'],True,Business Development,Low,6,True,Effective,8.0,19.4,71.53
23,Male,University,False,Healthcare,,,Eastern,Rural,,57.61,15.82,24.0,Advanced,['Coding'],True,Vocational Training,Medium,4,False,,,19.4,77.55
22,Male,Primary or Less,False,Healthcare,Healthcare,Informal,Northern,Rural,69838.43,61.92,17.73,,Advanced,['Data Analysis'],False,,Medium,3,True,Effective,11.0,19.4,69.01
21,Female,Secondary,False,Construction,,,Northern,Rural,,53.45,14.31,,Intermediate,[],True,Vocational Training,High,7,False,,,19.4,41.59
25,Male,TVET,False,Education,Education,Formal,Northern,Rural,284169.62,61.17,23.37,,Basic,['Data Analysis'],True,Vocational Training,Medium,5,True,Effective,9.0,19.4,41.25
22,Female,Primary or Less,False,Construction,Construction,Informal,Kigali,Urban,88089.9,82.87,12.98,,Intermediate,[],True,Business Development,Medium,7,True,Effective,3.0,19.4,55.74
19,Male,Primary or Less,False,Agriculture,Agriculture,Informal,Western,Rural,100645.34,48.52,15.42,,Intermediate,"['Marketing', 'Project Management']",True,Digital Skills,Low,5,True,Moderately Effective,8.0,19.4,68.32
20,Female,Primary or Less,False,Healthcare,,,Southern,Rural,,88.13,21.1,,Basic,"['Marketing', 'Project Management']",True,Business Development,Medium,8,False,,,19.4,67.68
23,Male,Secondary,True,Healthcare,,,Eastern,Urban,,44.31,29.99,13.0,Intermediate,['Coding'],False,,Low,4,False,,,19.4,52.32
17,Male,University,False,Agriculture,Agriculture,Formal,Southern,Rural,175259.31,41.05,19.97,,Advanced,[],False,,Medium,5,True,Effective,1.0,19.4,62.05
22,Female,TVET,False,Education,,,Southern,Rural,,44.15,21.93,,Advanced,[],True,,High,1,False,,,19.4,59.37
22,Female,Secondary,True,Healthcare,,,Northern,Rural,,48.71,27.81,24.0,Intermediate,['Coding'],True,Business Development,Medium,3,False,,,19.4,77.76
16,Male,Primary or Less,False,Healthcare,,,Kigali,Urban,,57.2,13.73,,Basic,['Coding'],False,,High,1,False,,,19.4,66.63
24,Male,Primary or Less,False,Healthcare,,,Western,Rural,,84.46,14.11,,Advanced,[],True,,High,2,False,,,19.4,66.32
17,Female,Primary or Less,True,Healthcare,,,Eastern,Rural,,71.13,24.85,15.0,Basic,['Coding'],True,Business Development,Low,7,False,,,19.4,78.21
21,Female,University,False,Retail,,,Kigali,Urban,,86.37,29.01,,Basic,['Coding'],True,Vocational Training,Low,2,False,,,19.4,55.56
19,Male,Secondary,False,Healthcare,Healthcare,Informal,Western,Rural,63163.56,58.72,17.2,,Advanced,[],False,,Low,3,True,Moderately Effective,9.0,19.4,52.65
19,Female,Secondary,False,Education,Education,Formal,Eastern,Urban,270027.32,50.78,28.41,,Advanced,['Data Analysis'],False,,Low,2,True,Effective,6.0,19.4,56.27
23,Male,Secondary,False,Healthcare,Healthcare,Informal,Northern,Urban,226601.22,57.37,14.11,,Basic,['Data Analysis'],True,Digital Skills,Medium,5,True,Effective,3.0,19.4,71.0
24,Female,University,False,ICT,,,Southern,Rural,,48.72,18.25,7.0,Advanced,[],True,,Low,7,False,,,19.4,41.62
18,Female,Secondary,True,Education,,,Northern,Rural,,76.84,21.11,4.0,Intermediate,[],False,,Low,8,False,,,19.4,52.13
20,Female,Secondary,False,ICT,,,Southern,Rural,,42.61,21.91,,Basic,['Coding'],True,Vocational Training,Medium,7,False,,,19.4,52.11
20,Male,TVET,False,Construction,Construction,Informal,Southern,Rural,229306.77,75.97,20.83,,Intermediate,['Coding'],True,Business Development,Medium,6,True,Ineffective,9.0,19.4,59.63
24,Female,TVET,False,ICT,,,Western,Rural,,72.68,17.34,,Basic,[],False,,High,1,False,,,19.4,70.64
20,Male,Primary or Less,True,Retail,,,Southern,Urban,,56.5,12.06,17.0,Intermediate,"['Marketing', 'Project Management']",True,,Medium,6,False,,,19.4,71.29
24,Male,Secondary,False,Retail,Retail,Formal,Kigali,Urban,76015.75,42.41,27.37,,Basic,"['Marketing', 'Project Management']",False,,Medium,4,True,Moderately Effective,11.0,19.4,56.56
20,Female,University,False,Construction,,,Southern,Rural,,84.18,18.6,,Basic,[],True,Digital Skills,Medium,1,False,,,19.4,53.76
19,Male,TVET,False,Agriculture,Agriculture,Informal,Eastern,Rural,85291.21,45.46,10.57,,Advanced,[],True,Digital Skills,High,7,True,Moderately Effective,11.0,19.4,79.78
17,Female,Secondary,False,Agriculture,Agriculture,Informal,Western,Urban,187890.45,40.59,29.72,,Basic,[],False,,Medium,5,True,Effective,11.0,19.4,63.7
25,Male,Secondary,True,Retail,,,Southern,Rural,,84.08,24.53,5.0,Intermediate,['Data Analysis'],False,,High,7,False,,,19.4,77.62
18,Female,Secondary,True,Healthcare,,,Eastern,Rural,,68.59,14.78,16.0,Advanced,"['Marketing', 'Project Management']",True,,High,3,False,,,19.4,70.27
19,Male,Primary or Less,False,Healthcare,Healthcare,Formal,Kigali,Urban,283475.63,46.71,13.49,,Basic,[],False,,Medium,4,True,Moderately Effective,7.0,19.4,40.35
17,Male,Primary or Less,True,Healthcare,,,Southern,Rural,,45.72,17.31,12.0,Advanced,"['Marketing', 'Project Management']",False,,Medium,1,False,,,19.4,50.45
17,Male,Primary or Less,False,Education,,,Southern,Rural,,89.33,15.85,,Intermediate,['Data Analysis'],True,,High,3,False,,,19.4,56.92
17,Female,Secondary,False,Retail,,,Eastern,Rural,,55.5,23.15,,Basic,"['Marketing', 'Project Management']",False,,Low,1,False,,,19.4,33.96
22,Female,University,False,Healthcare,,,Western,Rural,,89.59,15.2,,Intermediate,[],False,,Medium,1,False,,,19.4,58.67
20,Female,Secondary,False,Construction,Construction,Formal,Eastern,Rural,154452.57,75.48,29.35,,Advanced,['Data Analysis'],True,Business Development,Low,3,True,Moderately Effective,6.0,19.4,50.98
18,Male,Primary or Less,False,Construction,Construction,Formal,Kigali,Urban,206615.77,60.72,20.93,,Advanced,['Coding'],True,Business Development,Medium,1,True,Moderately Effective,8.0,19.4,31.84
16,Female,TVET,True,Agriculture,,,Eastern,Urban,,84.25,10.13,13.0,Intermediate,"['Marketing', 'Project Management']",False,,Low,8,False,,,19.4,73.69
18,Male,Primary or Less,True,ICT,,,Western,Rural,,55.9,21.22,20.0,Advanced,['Data Analysis'],False,,Low,8,False,,,19.4,65.68
22,Female,Primary or Less,False,Construction,,,Northern,Urban,,72.88,16.19,,Basic,['Coding'],False,,Medium,4,False,,,19.4,65.37
18,Female,Secondary,False,Education,Education,Formal,Northern,Rural,104420.45,89.9,23.02,,Basic,"['Marketing', 'Project Management']",True,Business Development,Medium,4,True,Effective,9.0,19.4,43.89
16,Female,TVET,True,ICT,,,Eastern,Urban,,59.86,25.13,6.0,Intermediate,['Data Analysis'],False,,High,8,False,,,19.4,58.07
18,Male,University,False,Healthcare,,,Western,Urban,,51.54,20.13,11.0,Basic,['Data Analysis'],False,,Medium,1,False,,,19.4,58.8
17,Female,Primary or Less,True,Construction,,,Western,Rural,,40.28,22.89,5.0,Intermediate,['Coding'],True,Digital Skills,Low,4,False,,,19.4,75.68
19,Male,University,False,Retail,Retail,Informal,Northern,Rural,115485.57,83.27,26.14,,Intermediate,['Data Analysis'],True,Digital Skills,Medium,7,True,Ineffective,10.0,19.4,44.32
20,Male,Secondary,True,Education,,,Southern,Rural,,89.95,22.98,24.0,Intermediate,"['Marketing', 'Project Management']",False,,High,7,False,,,19.4,61.25
19,Male,Primary or Less,False,Education,Education,Informal,Kigali,Urban,293023.59,85.63,24.64,,Advanced,['Data Analysis'],False,,Low,8,True,Ineffective,10.0,19.4,69.41
17,Male,University,False,Construction,Construction,Informal,Northern,Rural,123050.82,68.76,28.93,,Advanced,"['Marketing', 'Project Management']",False,,Low,6,True,Moderately Effective,11.0,19.4,73.19
16,Male,TVET,False,Agriculture,Agriculture,Formal,Western,Rural,177415.01,81.09,27.57,,Intermediate,"['Marketing', 'Project Management']",False,,Low,4,True,Moderately Effective,8.0,19.4,69.21
22,Male,Secondary,False,Retail,Retail,Informal,Southern,Rural,145901.84,81.94,18.08,,Advanced,[],False,,Low,4,True,Ineffective,3.0,19.4,73.95
19,Male,TVET,False,Healthcare,,,Eastern,Urban,,87.54,29.24,,Advanced,['Coding'],False,,Low,5,False,,,19.4,68.85
21,Male,Secondary,True,Retail,,,Western,Rural,,88.58,12.93,19.0,Advanced,[],False,,Medium,1,False,,,19.4,50.78
19,Male,Secondary,False,Retail,Retail,Informal,Southern,Rural,93287.48,49.75,17.2,,Intermediate,[],False,,Medium,7,True,Ineffective,1.0,19.4,51.25
19,Female,TVET,False,Retail,,,Kigali,Urban,,79.1,12.79,,Advanced,['Coding'],True,,Low,1,False,,,19.4,60.66
16,Male,Secondary,False,Agriculture,Agriculture,Informal,Kigali,Rural,229406.33,79.8,13.73,,Basic,"['Marketing', 'Project Management']",False,,Low,8,True,Moderately Effective,3.0,19.4,63.32
25,Female,Primary or Less,False,Agriculture,Agriculture,Formal,Southern,Rural,176532.38,79.28,16.27,,Basic,['Data Analysis'],True,Vocational Training,Low,7,True,Effective,6.0,19.4,63.95
17,Female,University,False,Agriculture,Agriculture,Formal,Southern,Rural,209891.77,87.04,12.0,,Intermediate,[],True,Business Development,Medium,2,True,Ineffective,1.0,19.4,76.03
22,Male,Primary or Less,False,Retail,Retail,Formal,Southern,Rural,227944.65,54.03,16.71,,Intermediate,[],False,,Medium,5,True,Moderately Effective,3.0,19.4,48.52
17,Female,TVET,False,Education,,,Northern,Urban,,67.71,14.77,,Advanced,"['Marketing', 'Project Management']",True,Digital Skills,Low,1,False,,,19.4,72.97
25,Female,Primary or Less,False,Education,,,Western,Rural,,74.66,16.77,,Advanced,['Data Analysis'],True,,High,5,False,,,19.4,70.81
18,Male,University,False,Agriculture,,,Western,Rural,,51.71,12.48,,Intermediate,['Data Analysis'],False,,Medium,5,False,,,19.4,57.87
25,Female,Secondary,False,Retail,Retail,Informal,Western,Rural,191747.58,62.98,20.25,,Basic,['Data Analysis'],False,,Medium,1,True,Ineffective,5.0,19.4,59.45
19,Female,Primary or Less,False,Education,Education,Formal,Western,Urban,74872.97,86.25,10.52,,Advanced,"['Marketing', 'Project Management']",False,,Low,6,True,Effective,8.0,19.4,72.5
19,Female,Secondary,False,Agriculture,,,Northern,Rural,,40.72,10.24,,Intermediate,['Data Analysis'],True,Business Development,High,2,False,,,19.4,52.28
17,Female,University,False,Healthcare,,,Southern,Urban,,42.67,27.55,13.0,Basic,[],True,,Low,2,False,,,19.4,74.12
24,Male,Secondary,False,Education,Education,Formal,Kigali,Urban,231912.17,42.86,17.05,,Advanced,['Data Analysis'],False,,Low,3,True,Effective,1.0,19.4,66.0
22,Male,Primary or Less,False,Agriculture,,,Southern,Rural,,48.46,12.22,,Intermediate,[],False,,High,1,False,,,19.4,57.86
25,Female,Secondary,True,Retail,,,Eastern,Rural,,82.74,20.58,7.0,Advanced,['Coding'],True,Digital Skills,High,4,False,,,19.4,41.66
16,Male,Secondary,False,Healthcare,Healthcare,Formal,Kigali,Urban,97873.21,66.19,14.17,,Intermediate,"['Marketing', 'Project Management']",False,,Low,3,True,Ineffective,4.0,19.4,55.16
24,Male,Secondary,False,Education,Education,Informal,Eastern,Rural,264616.41,68.19,28.72,,Intermediate,['Coding'],True,,High,3,True,Moderately Effective,10.0,19.4,50.48
20,Female,Secondary,False,ICT,,,Western,Rural,,45.28,24.54,,Advanced,['Coding'],True,,High,2,False,,,19.4,62.82
17,Female,Primary or Less,False,Agriculture,,,Eastern,Rural,,67.91,11.13,,Basic,[],True,Digital Skills,Medium,8,False,,,19.4,55.32
24,Male,Primary or Less,False,Construction,Construction,Formal,Kigali,Urban,248469.22,54.77,11.74,,Basic,[],True,,Low,8,True,Moderately Effective,8.0,19.4,79.19
23,Male,Secondary,True,Construction,,,Southern,Rural,,78.16,25.42,10.0,Basic,['Coding'],True,Digital Skills,Low,8,False,,,19.4,54.21
24,Female,TVET,True,Agriculture,,,Northern,Urban,,88.44,21.37,20.0,Advanced,"['Marketing', 'Project Management']",False,,Medium,7,False,,,19.4,66.62
24,Female,University,False,Education,Education,Formal,Kigali,Rural,277215.77,55.88,29.92,,Advanced,['Coding'],False,,Low,2,True,Moderately Effective,6.0,19.4,59.69
17,Female,Primary or Less,False,Construction,,,Western,Rural,,87.35,23.32,,Intermediate,[],True,,High,6,False,,,19.4,65.45
16,Male,Secondary,False,Healthcare,Healthcare,Formal,Southern,Rural,71160.67,84.6,12.46,,Advanced,[],True,Vocational Training,Medium,6,True,Effective,7.0,19.4,53.43
16,Female,Primary or Less,False,Healthcare,Healthcare,Formal,Eastern,Rural,226275.76,76.2,19.12,,Intermediate,[],False,,High,6,True,Effective,10.0,19.4,58.99
22,Male,Primary or Less,False,Construction,Construction,Informal,Eastern,Rural,105741.3,87.71,20.84,,Intermediate,"['Marketing', 'Project Management']",True,Digital Skills,Low,8,True,Moderately Effective,9.0,19.4,53.14
20,Female,University,False,ICT,ICT,Informal,Eastern,Rural,109391.8,72.86,21.22,,Advanced,['Data Analysis'],True,Business Development,Low,6,True,Moderately Effective,4.0,19.4,64.22
21,Female,University,False,Retail,,,Kigali,Urban,,44.49,25.96,15.0,Basic,[],True,Business Development,Low,5,False,,,19.4,62.35
16,Male,TVET,True,Education,,,Kigali,Urban,,80.07,22.9,22.0,Basic,['Coding'],False,,Medium,1,False,,,19.4,60.27
19,Male,University,False,Healthcare,,,Eastern,Rural,,54.92,16.47,8.0,Intermediate,['Coding'],True,,High,7,False,,,19.4,77.46
18,Female,Primary or Less,False,Healthcare,Healthcare,Formal,Kigali,Urban,56345.68,55.78,21.86,,Basic,[],False,,Medium,3,True,Ineffective,4.0,19.4,72.82
23,Male,TVET,True,Agriculture,,,Eastern,Urban,,68.99,13.77,11.0,Basic,[],False,,Medium,6,False,,,19.4,70.09
18,Female,University,False,ICT,,,Northern,Rural,,77.18,20.28,,Intermediate,['Coding'],False,,Medium,1,False,,,19.4,70.34
24,Male,Secondary,False,Healthcare,Healthcare,Formal,Eastern,Rural,55494.61,67.72,25.14,,Basic,['Coding'],True,Digital Skills,High,2,True,Effective,7.0,19.4,56.39
19,Female,University,False,Education,,,Southern,Rural,,56.89,22.0,,Intermediate,['Coding'],False,,Low,6,False,,,19.4,57.45
25,Male,University,False,Agriculture,,,Eastern,Urban,,66.04,17.76,,Advanced,"['Marketing', 'Project Management']",False,,High,1,False,,,19.4,72.89
24,Female,TVET,False,Healthcare,Healthcare,Informal,Northern,Rural,62285.39,55.73,20.71,,Intermediate,"['Marketing', 'Project Management']",True,,High,1,True,Ineffective,12.0,19.4,53.55
20,Male,Secondary,False,Retail,Retail,Formal,Eastern,Urban,228597.82,83.69,19.12,,Basic,['Coding'],True,Digital Skills,Low,6,True,Effective,7.0,19.4,51.42
23,Male,Secondary,True,Education,,,Western,Rural,,88.06,20.35,14.0,Basic,['Coding'],True,,Low,1,False,,,19.4,70.94
20,Male,Primary or Less,False,Construction,Construction,Informal,Eastern,Rural,83980.39,64.88,18.06,,Basic,['Data Analysis'],False,,Medium,8,True,Ineffective,8.0,19.4,37.77
20,Male,TVET,True,Agriculture,,,Northern,Rural,,82.68,23.18,6.0,Intermediate,['Coding'],False,,Low,6,False,,,19.4,34.12
19,Female,Secondary,True,ICT,,,Eastern,Rural,,74.89,11.6,12.0,Intermediate,['Data Analysis'],True,,High,8,False,,,19.4,67.67
23,Female,Secondary,False,Education,Education,Formal,Eastern,Rural,290856.52,66.8,19.33,,Advanced,"['Marketing', 'Project Management']",True,Digital Skills,High,2,True,Effective,10.0,19.4,54.85
24,Male,University,False,Education,,,Northern,Rural,,64.05,10.3,,Intermediate,['Coding'],False,,Medium,4,False,,,19.4,42.12
24,Male,Secondary,False,Construction,Construction,Informal,Eastern,Urban,252009.24,48.56,23.24,,Basic,[],True,,Medium,1,True,Effective,9.0,19.4,59.9
20,Female,University,False,Construction,Construction,Formal,Eastern,Rural,56921.85,51.93,18.49,,Basic,[],True,Digital Skills,High,2,True,Ineffective,1.0,19.4,69.41
24,Male,Secondary,True,Construction,,,Western,Rural,,43.14,28.81,23.0,Intermediate,['Coding'],False,,Low,3,False,,,19.4,30.92
23,Female,Secondary,False,Education,Education,Informal,Western,Rural,52545.9,53.2,20.05,,Basic,['Coding'],False,,Low,3,True,Effective,9.0,19.4,69.35
19,Female,University,False,ICT,ICT,Formal,Kigali,Urban,88862.11,53.55,19.84,,Advanced,[],False,,Medium,3,True,Ineffective,5.0,19.4,53.17
16,Male,TVET,False,Agriculture,Agriculture,Informal,Southern,Rural,203856.58,70.19,20.16,,Intermediate,"['Marketing', 'Project Management']",True,,High,5,True,Moderately Effective,4.0,19.4,53.92
17,Male,Primary or Less,True,Healthcare,,,Eastern,Urban,,47.92,16.72,4.0,Intermediate,['Data Analysis'],False,,Low,1,False,,,19.4,70.47
24,Male,University,False,ICT,,,Eastern,Rural,,72.63,22.01,20.0,Basic,"['Marketing', 'Project Management']",False,,Low,1,False,,,19.4,36.27
19,Male,University,False,Agriculture,Agriculture,Formal,Southern,Rural,244862.32,84.62,11.02,,Intermediate,"['Marketing', 'Project Management']",True,Business Development,Low,7,True,Effective,5.0,19.4,49.24
22,Female,University,False,Retail,,,Northern,Rural,,75.65,19.09,,Intermediate,[],False,,High,5,False,,,19.4,37.43
18,Female,Primary or Less,False,Education,,,Southern,Urban,,78.25,11.95,,Intermediate,"['Marketing', 'Project Management']",True,Vocational Training,Medium,4,False,,,19.4,75.86
23,Male,Secondary,False,Retail,,,Southern,Rural,,47.89,25.67,,Intermediate,"['Marketing', 'Project Management']",False,,Low,6,False,,,19.4,36.77
22,Female,Secondary,False,Retail,,,Western,Urban,,88.08,20.03,,Basic,[],False,,High,3,False,,,19.4,44.44
25,Male,Primary or Less,False,Retail,,,Eastern,Rural,,65.1,12.78,,Intermediate,[],False,,Medium,4,False,,,19.4,74.21
21,Male,Primary or Less,False,Retail,Retail,Formal,Kigali,Urban,154411.64,50.93,11.11,,Intermediate,['Data Analysis'],False,,High,6,True,Ineffective,7.0,19.4,43.46
24,Female,Primary or Less,False,Education,Education,Formal,Kigali,Urban,227495.64,85.83,28.39,,Intermediate,[],True,Vocational Training,Low,6,True,Ineffective,3.0,19.4,62.76
18,Female,Secondary,False,Education,Education,Informal,Southern,Rural,153941.8,71.78,29.6,,Intermediate,['Coding'],False,,Low,4,True,Ineffective,7.0,19.4,49.38
18,Female,Secondary,False,Agriculture,Agriculture,Informal,Eastern,Rural,84661.66,42.06,25.34,,Basic,['Coding'],True,,Low,2,True,Effective,7.0,19.4,78.77
20,Female,Primary or Less,False,Retail,Retail,Informal,Western,Urban,186765.91,60.14,10.97,,Intermediate,['Data Analysis'],True,Business Development,Medium,8,True,Moderately Effective,5.0,19.4,76.48
23,Female,Secondary,True,Education,,,Eastern,Rural,,79.96,17.31,13.0,Basic,"['Marketing', 'Project Management']",False,,High,1,False,,,19.4,54.26
25,Male,University,False,Retail,Retail,Informal,Western,Urban,198438.27,44.88,27.19,,Advanced,['Coding'],True,,Medium,3,True,Effective,10.0,19.4,79.64
22,Female,University,False,Retail,,,Western,Urban,,53.72,23.68,,Basic,['Coding'],False,,Low,6,False,,,19.4,57.98
17,Male,TVET,False,Retail,,,Western,Rural,,50.95,13.52,,Intermediate,[],False,,High,2,False,,,19.4,74.33
19,Male,University,False,Healthcare,Healthcare,Formal,Eastern,Urban,82185.42,45.03,27.23,,Intermediate,[],False,,High,8,True,Moderately Effective,8.0,19.4,56.29
17,Male,Secondary,False,Healthcare,,,Western,Rural,,56.15,15.62,,Intermediate,['Coding'],True,,High,6,False,,,19.4,74.5
24,Male,TVET,False,Agriculture,Agriculture,Informal,Northern,Rural,202111.74,66.23,22.6,,Basic,"['Marketing', 'Project Management']",False,,Medium,2,True,Ineffective,9.0,19.4,34.77
16,Female,Secondary,False,Healthcare,Healthcare,Informal,Northern,Rural,211147.56,55.29,25.71,,Intermediate,['Coding'],True,Business Development,Medium,2,True,Moderately Effective,8.0,19.4,66.51
18,Male,University,False,Construction,,,Western,Rural,,70.61,27.62,,Intermediate,[],True,Business Development,Low,6,False,,,19.4,56.04
17,Female,Secondary,False,Education,,,Eastern,Rural,,42.93,23.81,,Intermediate,"['Marketing', 'Project Management']",True,Business Development,Medium,6,False,,,19.4,33.7
22,Male,TVET,True,Healthcare,,,Southern,Rural,,82.26,12.23,21.0,Intermediate,[],True,Business Development,High,7,False,,,19.4,75.59
20,Female,TVET,True,Retail,,,Eastern,Urban,,44.68,22.92,8.0,Basic,[],True,Vocational Training,High,3,False,,,19.4,73.65
25,Female,University,False,Construction,,,Western,Urban,,70.04,18.29,19.0,Advanced,"['Marketing', 'Project Management']",True,Digital Skills,High,1,False,,,19.4,55.59
